720x1280
Setup Time,6468.534469604492
Read,Write
1194.9539184570312,236579.65660095215
1294.851303100586,235413.7897491455
1293.8976287841797,242465.49606323242
1186.370849609375,243060.58883666992
1233.3393096923828,244010.68687438965
1182.7945709228516,245047.09243774414
1217.1268463134766,245797.63412475586
1196.8612670898438,206425.90522766113
1205.4443359375,220172.40524291992
1190.185546875,222527.26554870605
1260.519027709961,226238.72756958008
1302.7191162109375,227472.78213500977
1290.7981872558594,228650.8083343506
1613.1401062011719,231380.93948364258
1206.3980102539062,232139.11056518555
1209.7358703613281,233840.4655456543
1180.1719665527344,233253.24058532715
1221.8952178955078,234560.0128173828
1207.8285217285156,234683.03680419922
1214.742660522461,207330.70373535156
1191.3776397705078,220069.40841674805
1286.7450714111328,221174.0016937256
1286.0298156738281,225596.66633605957
1207.113265991211,226250.64849853516
1189.7087097167969,228210.44921875
1206.8748474121094,228830.33752441406
1268.148422241211,231568.0980682373
1269.3405151367188,228624.82070922852
1214.742660522461,237019.53887939453
1257.6580047607422,241654.3960571289
1203.0601501464844,237704.03861999512
1232.3856353759766,202259.30213928223
1348.0186462402344,218312.02507019043
1197.3381042480469,231719.2554473877
1203.0601501464844,229031.08596801758
1217.3652648925781,232392.0726776123
1217.8421020507812,230892.65823364258
1188.039779663086,234621.0479736328
1189.4702911376953,206067.32368469238
1248.1212615966797,233649.73068237305
1266.0026550292969,235058.30764770508
1204.4906616210938,226391.31546020508
